,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
24143,43966,IN-0011,medium_airport,Jakkur Aerodrome,13.07674,77.597645,3013.0,AS,IN,IN-KA,Bengaluru,no,VOJK,,,,https://en.wikipedia.org/wiki/Jakkur_Aerodrome,
50863,3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000.0,AS,IN,IN-MP,Rewa,no,VA1G,REW,VA1G,,,
50951,26431,VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.0771999359,72.63469696039998,189.0,AS,IN,IN-GJ,Ahmedabad,yes,VAAH,AMD,,,http://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,Gandhinagar Air Force Station
50952,26432,VAAK,medium_airport,Akola Airport,20.698999,77.058601,999.0,AS,IN,IN-MM,Akola,no,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,
50953,26433,VAAU,medium_airport,Aurangabad Airport,19.862699508666992,75.39810180664062,1911.0,AS,IN,IN-MM,Aurangabad,yes,VAAU,IXU,,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,http://en.wikipedia.org/wiki/Aurangabad_Airport,Chikkalthana Airport
50954,26434,VABB,large_airport,Chhatrapati Shivaji International Airport,19.088699340799998,72.8678970337,39.0,AS,IN,IN-MM,Mumbai,yes,VABB,BOM,,http://www.csia.in/,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport"
50955,26435,VABI,medium_airport,Bilaspur Airport,21.9884,82.111,899.0,AS,IN,IN-CT,Bilaspur,no,VEBU,PAB,,,https://en.wikipedia.org/wiki/Bilaspur_Airport,VABI
50956,26436,VABJ,medium_airport,Bhuj Airport,23.2877998352,69.6701965332,268.0,AS,IN,IN-GJ,Bhuj,yes,VABJ,BHJ,,http://aai.aero/allAirports/bhuj_generalinfo.jsp,http://en.wikipedia.org/wiki/Bhuj_Airport,"Bhuj Rudra Mata Air Force Station, Shyamji Krishna Verma, Bhuj Airport"
50957,26437,VABM,medium_airport,Belgaum Airport,15.8592996597,74.6183013916,2487.0,AS,IN,IN-KA,Belgaum,yes,VOBM,IXG,,,http://en.wikipedia.org/wiki/Belgaum_Airport,VABM
50958,26438,VABO,medium_airport,Vadodara Airport,22.336201000000003,73.226303,129.0,AS,IN,IN-GJ,Vadodara,yes,VABO,BDQ,,http://aai.aero/allAirports/vadodara_generalinfo.jsp,http://en.wikipedia.org/wiki/Vadodara_Airport,Civil Airport Harni
50959,26439,VABP,medium_airport,Raja Bhoj International Airport,23.2875003815,77.33740234380001,1711.0,AS,IN,IN-MP,Bhopal,yes,VABP,BHO,,http://aai.aero/allAirports/bhopal_generalinfo.jsp,http://en.wikipedia.org/wiki/Bhopal_Airport,
50960,26440,VABV,medium_airport,Bhavnagar Airport,21.752199173,72.18520355220001,44.0,AS,IN,IN-GJ,Bhavnagar,yes,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,http://en.wikipedia.org/wiki/Bhavnagar_Airport,
50961,26441,VADN,medium_airport,Daman Airport,20.43440055847168,72.84320068359375,33.0,AS,IN,IN-DD,,no,VADN,NMB,,,http://en.wikipedia.org/wiki/Daman_Airport,
50964,26444,VAGO,large_airport,Dabolim Airport,15.3808002472,73.83139801029999,150.0,AS,IN,IN-GA,Vasco da Gama,yes,VOGO,GOI,,,http://en.wikipedia.org/wiki/Dabolim_Airport,"Goa Airport, Dabolim Navy Airbase, दाबोळी विमानतळ"
50965,26445,VAHB,medium_airport,Hubli Airport,15.361700058,75.08489990230001,2171.0,AS,IN,IN-KA,Hubli,yes,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,http://en.wikipedia.org/wiki/Hubli_Airport,VAHB
50966,26446,VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.721799850500002,75.8011016846,1850.0,AS,IN,IN-MP,Indore,yes,VAID,IDR,,http://aai.aero/allAirports/indore_technicalinfo.jsp,http://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport,
50967,26447,VAJB,medium_airport,Jabalpur Airport,23.17779922485352,80.052001953125,1624.0,AS,IN,IN-MP,,yes,VAJB,JLR,,,http://en.wikipedia.org/wiki/Jabalpur_Airport,
50969,26448,VAJM,medium_airport,Jamnagar Airport,22.465499877929688,70.01260375976561,69.0,AS,IN,IN-GJ,Jamnagar,yes,VAJM,JGA,,,http://en.wikipedia.org/wiki/Jamnagar_Airport,Jamnagar Air Force Station
50970,26449,VAKE,medium_airport,Kandla Airport,23.1127,70.10030400000001,96.0,AS,IN,IN-GJ,Kandla,yes,VAKE,IXY,,http://aai.aero/allAirports/kandla_generalinfo.jsp,http://en.wikipedia.org/wiki/Kandla_Airport,
50971,26450,VAKJ,medium_airport,Khajuraho Airport,24.817199706999997,79.91860198970001,728.0,AS,IN,IN-MP,Khajuraho,yes,VAKJ,HJR,,http://www.aai.aero/allAirports/khajuraho_generalinfo.jsp,http://en.wikipedia.org/wiki/Khajuraho_Airport,
50972,26451,VAKP,medium_airport,Kolhapur Airport,16.664699554400002,74.2893981934,1996.0,AS,IN,IN-MM,,yes,VAKP,KLH,,,http://en.wikipedia.org/wiki/Kolhapur_Airport,
50973,26452,VAKS,medium_airport,Keshod Airport,21.317100524902344,70.27040100097656,167.0,AS,IN,IN-GJ,,no,VAKS,IXK,,,,
50974,30180,VAND,medium_airport,Nanded Airport,19.1833000183,77.31670379639998,1250.0,AS,IN,IN-MM,Nanded,yes,VAND,NDC,,,http://en.wikipedia.org/wiki/Nanded_Airport,
50975,26453,VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.092199325561523,79.04720306396484,1033.0,AS,IN,IN-MM,Naqpur,yes,VANP,NAG,,http://aai.aero/allAirports/nagpur1_generalinfo.jsp,http://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport,"Sonegaon Airport, Sonegaon Air Force Station"
50977,3301,VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900.0,AS,IN,IN-MM,Nasik,yes,VAOZ,ISK,,,https://en.wikipedia.org/wiki/Nashik_Airport,VA35
50978,26455,VAPO,medium_airport,Pune Airport,18.58209991455078,73.9197006225586,1942.0,AS,IN,IN-MM,Pune,yes,VAPO,PNQ,,,http://en.wikipedia.org/wiki/Pune_Airport,"Lohegaon Airport, Lohegaon Air Force Station"
50979,26456,VAPR,medium_airport,Porbandar Airport,21.6487007141,69.65720367429999,23.0,AS,IN,IN-GJ,Porbandar,yes,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,http://en.wikipedia.org/wiki/Porbandar_Airport,
50980,26457,VARG,medium_airport,Ratnagiri Airport,17.013599,73.327797,305.0,AS,IN,IN-MM,,no,VARG,RTC,,,https://en.wikipedia.org/wiki/Ratnagiri_Airport,
50981,26458,VARK,medium_airport,Rajkot Airport,22.3092002869,70.77950286869998,441.0,AS,IN,IN-GJ,Rajkot,yes,VARK,RAJ,,http://www.airportsindia.org.in/allAirports/rajkot.jsp,http://en.wikipedia.org/wiki/Rajkot_Airport,
50983,327452,VASD,medium_airport,Shirdi Airport,19.688610999999998,74.378889,1926.0,AS,IN,IN-MM,Shirdi,yes,VASD,SAG,,,https://en.wikipedia.org/wiki/Shirdi_Airport,
50984,26460,VASL,medium_airport,Solapur Airport,17.6280002594,75.93479919430001,1584.0,AS,IN,IN-MM,Solapur,no,VASL,SSE,,,http://en.wikipedia.org/wiki/Solapur_Airport,Sholapur
50985,26461,VASU,medium_airport,Surat Airport,21.1140995026,72.7417984009,16.0,AS,IN,IN-GJ,,yes,VASU,STV,,,,
50986,26462,VAUD,medium_airport,Maharana Pratap Airport,24.617700576799997,73.89610290530001,1684.0,AS,IN,IN-RJ,Udaipur,yes,VAUD,UDR,,http://www.airportsindia.org.in/allAirports/udaipur_airpo_gi.jsp,http://en.wikipedia.org/wiki/Udaipur_Airport,Dabok Airport
51228,3312,VE44,medium_airport,Hashimara Air Force Station,26.698299407958984,89.36910247802734,340.0,AS,IN,IN-WB,Jalpaiguri,no,VE44,,VE44,,,
51236,26488,VEAN,medium_airport,Along Airport,28.17530059814453,94.802001953125,900.0,AS,IN,IN-AR,,no,VEAN,IXV,,,http://en.wikipedia.org/wiki/Along_Airport,
51237,26489,VEAT,medium_airport,Agartala Airport,23.8869991302,91.2404022217,46.0,AS,IN,IN-TR,Agartala,yes,VEAT,IXA,,,http://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station"
51240,26491,VEBD,medium_airport,Bagdogra Airport,26.68120002746582,88.32859802246094,412.0,AS,IN,IN-WB,Siliguri,yes,VEBD,IXB,,http://aai.aero/allAirports/bagdogra_generalinfo.jsp,http://en.wikipedia.org/wiki/Bagdogra_Airport,Bagdogra Air Force Station
51242,26492,VEBI,medium_airport,Shillong Airport,25.70359992980957,91.97869873046876,2910.0,AS,IN,IN-ML,Shillong,yes,VEBI,SHL,,,http://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport"
51244,26494,VEBS,medium_airport,Biju Patnaik Airport,20.2444000244,85.8178024292,138.0,AS,IN,IN-OR,Bhubaneswar,yes,VEBS,BBI,,http://aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,http://en.wikipedia.org/wiki/Biju_Patnaik_Airport,
51246,26496,VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.654699325561523,88.44670104980469,16.0,AS,IN,IN-WB,Kolkata,yes,VECC,CCU,,,http://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,"Calcutta, Kolkatta, Dum Dum Air Force Station"
51249,26498,VEDB,medium_airport,Dhanbad Airport,23.833999633789066,86.42530059814453,847.0,AS,IN,IN-BR,,no,VEDB,DBD,,,,
51250,317982,VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300.0,AS,IN,IN-WB,Durgapur,yes,VEDG,RDP,,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport"
51253,26500,VEGK,medium_airport,Gorakhpur Airport,26.739700317399997,83.44969940189999,259.0,AS,IN,IN-UP,Gorakhpur,yes,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,http://en.wikipedia.org/wiki/Gorakhpur_Airport,Gorakhpur Air Force Station
51254,26501,VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,26.10610008239746,91.58589935302734,162.0,AS,IN,IN-AS,Guwahati,yes,VEGT,GAU,,http://aai.aero/guwahati/index.jsp,http://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,"Borjhar Airport, Mountain Shadow Air Force Station"
51255,26502,VEGY,medium_airport,Gaya Airport,24.74430084228516,84.95120239257812,380.0,AS,IN,IN-BR,,yes,VEGY,GAY,,,http://en.wikipedia.org/wiki/Gaya_Airport,
51257,26504,VEIM,medium_airport,Imphal Airport,24.760000228899997,93.896697998,2540.0,AS,IN,IN-MN,Imphal,yes,VEIM,IMF,,http://www.aai.aero/allAirports/imphal_gen.jsp,http://en.wikipedia.org/wiki/Imphal_Airport,
51260,26506,VEJS,medium_airport,Sonari Airport,22.8132,86.1688,475.0,AS,IN,IN-JH,Jamshedpur,no,VEJS,IXW,,,https://en.wikipedia.org/wiki/Sonari_Airport,
51261,26507,VEJT,medium_airport,Jorhat Airport,26.7315006256,94.1754989624,311.0,AS,IN,IN-AS,Jorhat,yes,VEJT,JRH,,http://aai.aero/allAirports/jorhat_airpo_gi.jsp,http://en.wikipedia.org/wiki/Jorhat_Airport,"Rowriah Airport, Jorhat Air Force Station"
51264,26508,VEKR,medium_airport,Kailashahar Airport,24.30820083618164,92.0072021484375,79.0,AS,IN,IN-TR,,no,VEKR,IXH,,,http://en.wikipedia.org/wiki/Kailashahar_Airport,
51265,26509,VEKU,medium_airport,Silchar Airport,24.912900924699997,92.97869873049999,352.0,AS,IN,IN-AS,Silchar,yes,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,http://en.wikipedia.org/wiki/Silchar_Airport,Kumbhigram Air Force Station
51267,26510,VELP,medium_airport,Lengpui Airport,23.8405990601,92.6196975708,1398.0,AS,IN,IN-MZ,Aizawl,yes,VELP,AJL,,http://www.aai.aero/allAirports/lengpui.jsp,http://en.wikipedia.org/wiki/Lengpui_Airport,
51268,26511,VELR,medium_airport,North Lakhimpur Airport,27.295499801635746,94.09760284423828,330.0,AS,IN,IN-AS,Lilabari,yes,VELR,IXI,,,http://en.wikipedia.org/wiki/Lilabari_Airport,
51270,26512,VEMN,medium_airport,Dibrugarh Airport,27.4839000702,95.01689910889999,362.0,AS,IN,IN-AS,Dibrugarh,yes,VEMN,DIB,,,http://en.wikipedia.org/wiki/Dibrugarh_Airport,Mohanbari Air Force Station
51271,26513,VEMR,medium_airport,Dimapur Airport,25.883899688699998,93.77110290530001,487.0,AS,IN,IN-NL,Dimapur,yes,VEMR,DMU,,,http://en.wikipedia.org/wiki/Dimapur_Airport,
51272,26514,VEMZ,medium_airport,Muzaffarpur Airport,26.11910057067871,85.3136978149414,174.0,AS,IN,IN-BR,,no,VEMZ,MZU,,,,
51275,26516,VEPH,medium_airport,Panagarh Air Force Station,23.474300384499998,87.42749786379999,240.0,AS,IN,IN-WB,,no,VEPH,,,,http://en.wikipedia.org/wiki/Panagarh_Airport,
51277,26517,VEPT,medium_airport,Lok Nayak Jayaprakash Airport,25.591299056999997,85.08799743649999,170.0,AS,IN,IN-BR,Patna,yes,VEPT,PAT,,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,http://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport,
